ProductID|Name|ProductNumber|Color|StandardCost|ListPrice|Size|Weight|ProductCategoryID|ProductModelID|SellStartDate|SellEndDate|DiscontinuedDate|rowguid,
974|Road-350-W Yellow, 42|BK-R79Y-42|Yellow|1082.51|1700.99|42|7153.11|6|27|2007-07-01 00:00:00.000|NULL|NULL|80BD3F8B-42C7-43D8-91F5-9FB6175287AF
975|Road-350-W Yellow, 44|BK-R79Y-44|Yellow|1082.51|1700.99|44|7316.41|6|27|2007-07-01 00:00:00.000|NULL|NULL|0C61E8AF-003D-4E4B-B5B7-02F01A26BE26
976|Road-350-W Yellow, 48|BK-R79Y-48|Yellow|1082.51|1700.99|48|7447.95|6|27|2007-07-01 00:00:00.000|NULL|NULL|EC4284DC-85FA-44A8-89EC-77FC9B71720A
977|Road-750 Black, 58|BK-R19B-58|Black|343.6496|539.99|58|9430.14|6|31|2007-07-01 00:00:00.000|NULL|NULL|87B81A1A-A5B5-43D2-A20D-0230800490B9
978|Touring-3000 Blue, 44|BK-T18U-44|Blue|461.4448|742.35|44|13049.78|7|36|2007-07-01 00:00:00.000|NULL|NULL|4F638E15-2ED0-4193-90CE-47DA580E01DD
979|Touring-3000 Blue, 50|BK-T18U-50|Blue|461.4448|742.35|50|13213.08|7|36|2007-07-01 00:00:00.000|NULL|NULL|DE305B62-88FC-465B-B23D-D8C0F7E6D361
980|Mountain-400-W Silver, 38|BK-M38S-38|Silver|419.7784|769.49|38|11952.10|5|22|2007-07-01 00:00:00.000|NULL|NULL|7A927632-99A4-4F24-ADCE-0062D2D113D9
981|Mountain-400-W Silver, 40|BK-M38S-40|Silver|419.7784|769.49|40|12142.60|5|22|2007-07-01 00:00:00.000|NULL|NULL|0A72791C-A984-4733-AE4E-2B4373CFD7CD
982|Mountain-400-W Silver, 42|BK-M38S-42|Silver|419.7784|769.49|42|12305.90|5|22|2007-07-01 00:00:00.000|NULL|NULL|4EA4FE06-AAEA-42D4-A9D9-69F6A9A4A042
983|Mountain-400-W Silver, 46|BK-M38S-46|Silver|419.7784|769.49|46|12437.44|5|22|2007-07-01 00:00:00.000|NULL|NULL|0B0C8EE4-FF2D-438E-9CAC-464783B86191
984|Mountain-500 Silver, 40|BK-M18S-40|Silver|308.2179|564.99|40|12405.69|5|23|2007-07-01 00:00:00.000|NULL|NULL|B96C057B-6416-4851-8D59-BCB37C8E6E51
985|Mountain-500 Silver, 42|BK-M18S-42|Silver|308.2179|564.99|42|12596.19|5|23|2007-07-01 00:00:00.000|NULL|NULL|B8D1B5D9-8A39-4097-A04A-56E95559B534
986|Mountain-500 Silver, 44|BK-M18S-44|Silver|308.2179|564.99|44|12759.49|5|23|2007-07-01 00:00:00.000|NULL|NULL|E8CEC794-E8E2-4312-96A7-4832E573D3FC
987|Mountain-500 Silver, 48|BK-M18S-48|Silver|308.2179|564.99|48|12891.03|5|23|2007-07-01 00:00:00.000|NULL|NULL|77EF419F-481F-40B9-BDB9-7E6678E550E3
988|Mountain-500 Silver, 52|BK-M18S-52|Silver|308.2179|564.99|52|13008.96|5|23|2007-07-01 00:00:00.000|NULL|NULL|CAD60945-183E-4AB3-A70C-3F5BAC6BF134
989|Mountain-500 Black, 40|BK-M18B-40|Black|294.5797|539.99|40|12405.69|5|23|2007-07-01 00:00:00.000|NULL|NULL|28287157-3F06-487B-8531-BEE8A37329E4
990|Mountain-500 Black, 42|BK-M18B-42|Black|294.5797|539.99|42|12596.19|5|23|2007-07-01 00:00:00.000|NULL|NULL|F5752C9C-56BA-41A7-83FD-139DA28C15FA
991|Mountain-500 Black, 44|BK-M18B-44|Black|294.5797|539.99|44|12759.49|5|23|2007-07-01 00:00:00.000|NULL|NULL|C7852127-2FB8-4959-B5A3-DE5A8D6445E4
992|Mountain-500 Black, 48|BK-M18B-48|Black|294.5797|539.99|48|12891.03|5|23|2007-07-01 00:00:00.000|NULL|NULL|75752E26-A3B6-4264-9B06-F23A4FBDC5A7
993|Mountain-500 Black, 52|BK-M18B-52|Black|294.5797|539.99|52|13008.96|5|23|2007-07-01 00:00:00.000|NULL|NULL|69EE3B55-E142-4E4F-AED8-AF02978FBE87
994|LL Bottom Bracket|BB-7421|NULL|23.9716|53.99|NULL|223.00|9|95|2007-07-01 00:00:00.000|NULL|NULL|FA3C65CD-0A22-47E3-BDF6-53F1DC138C43,
995|ML Bottom Bracket|BB-8107|NULL|44.9506|101.24|NULL|168.00|9|96|2007-07-01 00:00:00.000|NULL|NULL|71AB847F-D091-42D6-B735-7B0C2D82FC84,
996|HL Bottom Bracket|BB-9108|NULL|53.9416|121.49|NULL|170.00|9|97|2007-07-01 00:00:00.000|NULL|NULL|230C47C5-08B2-4CE3-B706-69C0BDD62965,
997|Road-750 Black, 44|BK-R19B-44|Black|343.6496|539.99|44|8967.47|6|31|2007-07-01 00:00:00.000|NULL|NULL|44CE4802-409F-43AB-9B27-CA53421805BE
998|Road-750 Black, 48|BK-R19B-48|Black|343.6496|539.99|48|9130.77|6|31|2007-07-01 00:00:00.000|NULL|NULL|3DE9A212-1D49-40B6-B10A-F564D981DBDE
999|Road-750 Black, 52|BK-R19B-52|Black|343.6496|539.99|52|9262.31|6|31|2007-07-01 00:00:00.000|NULL|NULL|AE638923-2B67-4679-B90E-ABBAB17DCA31
